ID,Money related,Personal information related,Inducement words related,Promotional content related,Kinship related,Label
7704,insurance,id,arrest,sales,children,1
7705,bank,id,accident,service,son,1
7706,insurance,account,device,gift,dad,1
7707,insurance,address,virus,gift,son,1
7708,insurance,id,irs,service,son,1
7709,bank,address,message,sales,husband,1
7710,insurance,account,irs,gift,son,1
7711,warrant,details,accident,gift,son,1
7712,money,account,irs,system,husband,1
7713,warrant,id,help,sales,mother,1
7714,insurance,id,irs,sales,son,1
7715,bank,account,irs,gift,son,1
7716,money,id,security,sales,son,1
7717,bill,id,irs,activity,son,1
7718,card,id,irs,course,husband,1
7719,warrant,id,irs,sales,husband,1
7720,taxes,account,security,service,son,1
7721,money,id,irs,gift,parents,1
7722,bank,id,irs,gift,son,1
7723,warrant,id,irs,gift,husband,1
7724,money,id,irs,sales,wife,1
7725,warrant,address,irs,sales,son,1
7726,bill,id,irs,sales,son,1
7727,warrant,details,irs,sales,son,1
7728,bank,id,irs,offer,son,1
7729,dollars,id,irs,sales,son,1
7730,bank,id,irs,sales,mother,1
7731,bank,account,irs,gift,son,1
7732,money,id,irs,sales,son,1
7733,bank,id,irs,telemarketer,son,1
7734,card,id,police,sales,son,1
7735,card,id,support,sales,son,1
7736,insurance,id,support,sales,son,1
7737,insurance,id,problem,gift,son,1
7738,card,id,irs,sales,husband,1
7739,money,id,device,gift,mother,1
7740,bank,account,irs,sales,son,1
7741,warrant,account,irs,gift,son,1
7742,money,id,irs,sales,husband,1
7743,warrant,id,problem,gift,wife,1
7744,warrant,id,irs,gift,son,1
7745,insurance,id,irs,sales,son,1
7746,bank,email,help,sales,son,1
7747,dollars,account,irs,gift,wife,1
7748,bill,account,irs,system,son,1
7749,bank,id,irs,sales,children,1
7750,money,id,irs,sales,husband,1
7751,warrant,details,irs,sales,son,1
7752,money,id,message,service,mother,1
7753,credit,id,message,gift,children,1
7754,warrant,id,irs,gift,wife,1
7755,warrant,id,irs,sales,husband,1
7756,bank,account,security,course,son,1
7757,money,id,message,gift,son,1
7758,warrant,id,police,sales,son,1
7759,card,account,irs,sales,son,1
7760,insurance,id,irs,program,son,1
7761,card,id,support,gift,son,1
7762,bank,address,security,site,husband,1
7763,dollars,id,irs,sales,son,1
7764,money,id,irs,gift,son,1
7765,bank,id,irs,course,son,1
7766,money,address,irs,sales,son,1
7767,insurance,id,irs,gift,husband,1
7768,bank,account,security,gift,children,1
7769,taxes,account,irs,gift,wife,1
7770,insurance,account,message,offer,son,1
7771,bill,account,police,sales,parents,1
7772,insurance,information,irs,service,son,1
7773,card,information,irs,gift,husband,1
7774,bill,id,irs,gift,son,1
7775,money,id,irs,sales,son,1
7776,bank,id,irs,gift,husband,1
7777,card,details,message,sales,husband,1
7778,credit,account,irs,service,husband,1
7779,money,account,irs,program,husband,1
7780,insurance,id,irs,sales,son,1
7781,warrant,id,irs,gift,husband,1
7782,bill,id,irs,gift,son,1
7783,bank,id,irs,gift,son,1
7784,bill,id,help,internet,son,1
7785,money,id,problem,gift,son,1
7786,bank,account,police,gift,dad,1
7787,bank,id,irs,course,son,1
7788,money,details,problem,system,son,1
7789,insurance,account,problem,sales,son,1
7790,money,account,irs,sales,son,1
7791,credit,account,device,sales,son,1
7792,dollars,account,security,sales,son,1
7793,warrant,details,virus,gift,husband,1
7794,money,account,irs,offer,wife,1
7795,card,id,irs,sales,husband,1
7796,bill,id,security,sales,son,1
7797,money,account,device,gift,husband,1
7798,insurance,id,problem,offer,son,1
7799,bank,id,irs,sales,children,1
7800,card,account,message,sales,husband,1
7801,warrant,id,security,sales,son,1
7802,money,id,message,gift,husband,1
7803,warrant,id,irs,sales,children,1
7804,taxes,id,irs,gift,husband,1
7805,money,id,irs,service,son,1
7806,warrant,id,accident,sales,wife,1
7807,warrant,id,irs,sales,husband,1
7808,warrant,id,security,sales,son,1
7809,money,id,message,sales,son,1
7810,bank,id,problem,gift,husband,1
7811,bank,id,irs,sales,wife,1
7812,bank,id,irs,telemarketer,son,1
7813,warrant,id,police,gift,parents,1
7814,money,id,help,gift,husband,1
7815,bill,account,irs,sales,husband,1
7816,bank,account,police,gift,parents,1
7817,taxes,id,support,site,son,1
7818,money,id,irs,gift,son,1
7819,card,id,support,sales,son,1
7820,bank,id,security,sales,son,1
7821,bill,id,irs,gift,son,1
7822,bill,id,government,gift,husband,1
7823,card,account,irs,offer,son,1
7824,bill,account,irs,service,husband,1
7825,insurance,id,irs,activity,son,1
7826,money,id,irs,gift,husband,1
7827,dollars,id,irs,gift,children,1
7828,insurance,account,irs,order,husband,1
7829,bank,id,irs,gift,son,1
7830,bill,id,irs,service,wife,1
7831,money,id,irs,sales,son,1
7832,card,id,police,gift,son,1
7833,warrant,id,security,sales,son,1
7834,money,id,police,gift,son,1
7835,bank,address,irs,gift,son,1
7836,insurance,id,irs,gift,husband,1
7837,taxes,id,irs,gift,dad,1
7838,dollars,id,irs,activity,son,1
7839,card,id,help,service,son,1
7840,bank,id,irs,internet,husband,1
7841,warrant,id,security,program,son,1
7842,card,id,help,service,son,1
7843,taxes,id,help,order,children,1
7844,money,address,irs,service,son,1
7845,bill,id,message,sales,son,1
7846,warrant,account,irs,service,son,1
7847,dollars,account,accident,course,husband,1
7848,bank,account,irs,offer,son,1
7849,insurance,id,police,gift,son,1
7850,bank,account,support,internet,husband,1
7851,insurance,id,message,sales,son,1
7852,insurance,id,help,sales,son,1
7853,bill,id,accident,gift,son,1
7854,insurance,id,problem,sales,son,1
7855,dollars,address,problem,gift,husband,1
7856,money,id,irs,gift,son,1
7857,insurance,account,irs,offer,son,1
7858,bill,address,support,order,son,1
7859,card,id,accident,offer,son,1
7860,bank,id,security,sales,husband,1
7861,money,account,irs,sales,husband,1
7862,money,id,irs,sales,son,1
7863,warrant,id,irs,telemarketer,son,1
7864,insurance,details,problem,system,wife,1
7865,warrant,account,device,sales,son,1
7866,warrant,account,irs,gift,son,1
7867,bill,id,accident,sales,son,1
7868,bill,id,irs,service,son,1
7869,warrant,id,irs,gift,son,1
7870,money,id,irs,service,son,1
7871,insurance,id,support,service,son,1
7872,bill,id,irs,gift,son,1
7873,insurance,details,message,sales,son,1
7874,insurance,id,irs,sales,son,1
7875,card,email,support,service,children,1
7876,money,address,irs,sales,son,1
7877,insurance,id,message,gift,son,1
7878,insurance,id,irs,gift,son,1
7879,bill,id,problem,sales,dad,1
7880,insurance,information,irs,system,husband,1
7881,insurance,id,support,sales,son,1
7882,money,id,message,gift,son,1
7883,dollars,account,support,gift,son,1
7884,warrant,id,message,system,son,1
7885,money,account,irs,service,son,1
7886,taxes,id,irs,gift,husband,1
7887,insurance,account,message,sales,son,1
7888,money,id,irs,sales,son,1
7889,insurance,address,problem,gift,son,1
7890,money,id,irs,gift,husband,1
7891,insurance,id,irs,gift,son,1
7892,insurance,account,virus,sales,son,1
7893,money,id,help,gift,husband,1
7894,card,details,message,sales,son,1
7895,insurance,id,accident,service,son,1
7896,money,id,irs,sales,wife,1
7897,money,id,message,gift,son,1
7898,insurance,id,irs,sales,son,1
7899,money,information,irs,service,son,1
7900,money,id,accident,sales,wife,1
7901,money,account,problem,sales,husband,1
7902,warrant,account,irs,sales,son,1
7903,card,account,help,course,wife,1
7904,insurance,details,support,sales,son,1
7905,money,id,irs,gift,husband,1
7906,warrant,account,irs,system,son,1
7907,bill,id,irs,internet,son,1
7908,bank,id,problem,gift,wife,1
7909,money,id,security,gift,son,1
7910,taxes,account,device,sales,husband,1
7911,taxes,id,irs,offer,son,1
7912,insurance,id,support,course,son,1
7913,credit,id,police,gift,mother,1
7914,bank,id,help,sales,son,1
7915,card,details,message,gift,son,1
7916,bank,details,accident,gift,son,1
7917,money,account,help,gift,son,1
7918,card,id,support,gift,son,1
7919,dollars,account,irs,offer,son,1
7920,insurance,address,irs,gift,husband,1
7921,bill,id,irs,gift,son,1
7922,card,id,irs,system,son,1
7923,bank,id,irs,sales,husband,1
7924,bill,id,problem,gift,son,1
7925,bank,id,device,gift,son,1
7926,bill,id,irs,sales,son,1
7927,card,id,device,system,husband,1
7928,bank,id,accident,gift,mother,1
7929,bank,id,irs,gift,husband,1
7930,dollars,id,government,internet,son,1
7931,bill,account,help,service,son,1
7932,card,id,irs,gift,son,1
7933,bank,id,accident,sales,husband,1
7934,bank,id,help,service,wife,1
7935,taxes,id,government,order,children,1
7936,dollars,id,irs,gift,son,1
7937,dollars,id,virus,sales,husband,1
7938,warrant,id,irs,offer,son,1
7939,taxes,account,irs,gift,husband,1
7940,credit,account,irs,sales,wife,1
7941,bank,id,irs,sales,son,1
7942,insurance,id,accident,course,son,1
7943,bank,account,irs,offer,son,1
7944,bank,details,irs,service,son,1
7945,money,id,irs,gift,husband,1
7946,card,account,support,offer,son,1
7947,insurance,id,problem,service,son,1
7948,dollars,information,message,system,son,1
7949,money,id,irs,gift,wife,1
7950,insurance,id,irs,gift,son,1
7951,bank,id,accident,system,husband,1
7952,insurance,account,irs,program,husband,1
7953,money,id,irs,system,son,1
7954,money,id,irs,gift,son,1
7955,insurance,id,security,gift,husband,1
7956,bill,id,government,sales,son,1
7957,money,id,irs,sales,son,1
7958,bill,id,irs,sales,son,1
7959,warrant,account,irs,gift,son,1
7960,card,id,irs,gift,son,1
7961,bill,id,irs,course,husband,1
7962,bank,details,problem,sales,son,1
7963,bank,id,help,gift,son,1
7964,warrant,account,problem,telemarketer,dad,1
7965,bank,id,irs,gift,husband,1
7966,bank,id,irs,course,son,1
7967,insurance,id,irs,gift,son,1
7968,bank,account,message,activity,son,1
7969,insurance,account,government,service,son,1
7970,card,id,security,service,children,1
7971,bank,details,irs,program,husband,1
7972,card,id,security,gift,son,1
7973,bank,id,irs,gift,husband,1
7974,bank,id,police,offer,husband,1
7975,dollars,id,police,gift,children,1
7976,card,id,problem,sales,husband,1
7977,money,id,irs,telemarketer,son,1
7978,insurance,id,problem,sales,son,1
7979,money,id,irs,sales,son,1
7980,insurance,id,irs,gift,son,1
7981,bank,id,support,gift,son,1
7982,insurance,id,irs,gift,son,1
7983,warrant,id,irs,sales,son,1
7984,bill,id,message,sales,son,1
7985,warrant,email,irs,gift,son,1
7986,money,id,security,gift,husband,1
7987,insurance,id,help,order,son,1
7988,warrant,account,irs,sales,son,1
7989,insurance,account,irs,gift,husband,1
7990,card,details,government,sales,husband,1
7991,taxes,id,message,offer,son,1
7992,warrant,id,message,service,son,1
7993,insurance,id,virus,activity,son,1
7994,taxes,id,virus,gift,husband,1
7995,bank,information,support,order,son,1
7996,bank,id,irs,gift,husband,1
7997,warrant,id,irs,service,son,1
7998,money,id,irs,sales,son,1
7999,bill,id,security,sales,son,1
8000,warrant,email,irs,offer,son,1
8001,bank,address,irs,sales,son,1
8002,dollars,id,irs,gift,children,1
8003,bank,account,irs,service,husband,1
8004,insurance,id,irs,gift,son,1
8005,money,id,irs,gift,son,1
8006,bank,id,irs,service,parents,1
8007,money,id,security,gift,son,1
8008,bank,id,irs,gift,son,1
8009,money,id,security,gift,son,1
8010,money,id,irs,gift,husband,1
8011,credit,account,help,sales,son,1
8012,money,id,irs,system,husband,1
8013,bank,id,irs,service,husband,1
8014,credit,id,irs,sales,son,1
8015,insurance,id,support,sales,son,1
8016,money,id,irs,sales,husband,1
8017,money,account,irs,gift,son,1
8018,warrant,account,help,gift,husband,1
8019,money,id,irs,gift,son,1
8020,insurance,account,irs,gift,son,1
8021,money,id,support,sales,son,1
8022,taxes,address,irs,sales,son,1
8023,money,id,irs,sales,husband,1
8024,bill,account,irs,gift,son,1
8025,money,id,irs,gift,son,1
8026,insurance,id,irs,sales,husband,1
8027,insurance,id,irs,sales,son,1
8028,warrant,id,support,gift,son,1
8029,bank,id,irs,gift,husband,1
8030,money,information,irs,course,wife,1
8031,money,id,irs,gift,husband,1
8032,card,id,irs,course,son,1
8033,money,account,problem,gift,children,1
8034,money,account,irs,system,son,1
8035,taxes,address,security,gift,son,1
8036,credit,account,irs,course,son,1
8037,money,details,access,sales,wife,1
8038,warrant,account,irs,gift,husband,1
8039,insurance,id,irs,course,son,1
8040,dollars,id,irs,gift,parents,1
8041,credit,id,problem,sales,son,1
8042,warrant,email,irs,service,husband,1
8043,bank,id,police,internet,husband,1
8044,bank,account,irs,sales,son,1
8045,insurance,id,irs,offer,husband,1
8046,card,account,support,sales,husband,1
8047,insurance,account,problem,gift,son,1
8048,dollars,id,problem,service,children,1
8049,bank,account,irs,gift,son,1
8050,card,id,irs,offer,son,1
8051,taxes,id,support,service,wife,1
8052,bank,account,irs,gift,son,1
8053,warrant,account,virus,offer,son,1
8054,warrant,account,irs,gift,husband,1
8055,bank,information,irs,offer,son,1
8056,insurance,details,message,gift,son,1
8057,credit,account,accident,sales,son,1
8058,bank,id,irs,sales,son,1
8059,dollars,id,message,service,wife,1
8060,bill,id,irs,activity,husband,1
8061,money,id,irs,service,son,1
8062,bank,id,message,gift,son,1
8063,warrant,id,support,course,husband,1
8064,money,account,support,service,husband,1
8065,insurance,id,police,sales,son,1
8066,bank,address,irs,gift,husband,1
8067,money,account,irs,gift,son,1
8068,money,details,irs,activity,son,1
8069,dollars,id,irs,sales,son,1
8070,bill,details,irs,gift,husband,1
8071,card,address,message,sales,son,1
8072,warrant,id,irs,gift,husband,1
8073,credit,id,irs,gift,son,1
8074,money,id,irs,sales,son,1
8075,money,id,virus,system,wife,1
8076,dollars,id,irs,sales,son,1
8077,money,id,irs,gift,son,1
8078,credit,id,irs,gift,son,1
8079,insurance,id,accident,offer,wife,1
8080,bill,id,irs,offer,son,1
8081,bill,id,irs,service,wife,1
8082,dollars,id,irs,sales,husband,1
8083,bank,account,irs,gift,dad,1
8084,insurance,account,irs,system,husband,1
8085,bank,account,help,gift,husband,1
8086,insurance,information,message,sales,husband,1
8087,card,id,irs,sales,husband,1
8088,money,id,irs,sales,son,1
8089,insurance,account,accident,system,son,1
8090,bank,account,message,gift,husband,1
8091,money,information,irs,sales,son,1
8092,bill,information,irs,sales,husband,1
8093,money,id,police,sales,son,1
8094,bank,account,government,gift,husband,1
8095,money,id,police,gift,children,1
8096,card,id,irs,gift,son,1
8097,taxes,details,virus,sales,husband,1
8098,insurance,id,support,gift,son,1
8099,warrant,id,police,system,children,1
8100,money,account,irs,sales,son,1
8101,insurance,id,accident,system,son,1
8102,warrant,address,irs,sales,son,1
8103,insurance,id,irs,service,husband,1
8104,bank,id,irs,sales,son,1
8105,money,id,irs,offer,husband,1
8106,warrant,account,irs,gift,parents,1
8107,bank,id,irs,gift,husband,1
8108,insurance,account,irs,sales,son,1
8109,bank,account,irs,service,husband,1
8110,bill,id,help,offer,son,1
8111,money,id,irs,sales,husband,1
8112,bank,details,irs,gift,husband,1
8113,taxes,id,support,sales,son,1
8114,insurance,id,irs,activity,son,1
8115,bank,id,irs,gift,husband,1
8116,insurance,id,help,sales,son,1
8117,money,id,irs,gift,son,1
8118,money,account,irs,gift,son,1
8119,taxes,address,irs,gift,husband,1
8120,bank,account,irs,gift,husband,1
8121,money,account,irs,course,husband,1
8122,insurance,id,support,course,son,1
8123,card,details,accident,sales,husband,1
8124,insurance,account,message,sales,husband,1
8125,insurance,id,message,activity,son,1
8126,warrant,id,irs,gift,husband,1
8127,money,email,support,gift,son,1
8128,bill,id,support,sales,son,1
8129,bank,id,help,gift,children,1
8130,warrant,address,irs,sales,son,1
8131,card,id,help,gift,son,1
8132,bill,id,message,internet,son,1
8133,bank,id,message,gift,mother,1
8134,bill,details,irs,service,son,1
8135,insurance,id,irs,gift,husband,1
8136,insurance,id,police,sales,son,1
8137,insurance,id,irs,sales,son,1
8138,insurance,id,message,activity,son,1
8139,insurance,account,irs,site,son,1
8140,bill,id,security,sales,son,1
8141,insurance,id,help,internet,husband,1
8142,bank,id,irs,gift,husband,1
8143,bank,id,accident,gift,wife,1
8144,bill,id,security,activity,son,1
8145,bill,id,irs,gift,son,1
8146,warrant,id,irs,sales,son,1
8147,money,id,help,sales,son,1
8148,insurance,id,security,gift,son,1
8149,bank,id,irs,gift,husband,1
8150,insurance,id,device,sales,children,1
8151,insurance,account,irs,gift,son,1
8152,bank,information,irs,sales,son,1
8153,warrant,id,irs,gift,son,1
8154,insurance,account,irs,gift,children,1
8155,card,account,irs,gift,dad,1
8156,bill,address,irs,gift,son,1
8157,insurance,id,support,sales,husband,1
8158,insurance,id,irs,sales,son,1
8159,insurance,id,help,gift,husband,1
8160,bill,id,security,internet,son,1
8161,insurance,account,irs,offer,son,1
8162,bank,id,irs,gift,husband,1
8163,money,id,irs,gift,son,1
8164,warrant,id,irs,system,son,1
8165,dollars,id,irs,gift,son,1
8166,insurance,address,virus,sales,son,1
8167,insurance,id,irs,gift,son,1
8168,insurance,account,irs,sales,son,1
8169,money,details,problem,site,son,1
8170,warrant,id,police,gift,parents,1
8171,card,id,police,course,husband,1
8172,money,email,police,sales,children,1
8173,bank,id,irs,gift,husband,1
8174,warrant,id,security,internet,son,1
8175,dollars,id,irs,service,son,1
8176,insurance,account,arrest,gift,husband,1
8177,money,id,problem,internet,son,1
8178,warrant,id,irs,gift,son,1
8179,bill,id,irs,gift,son,1
8180,card,id,irs,sales,son,1
8181,bank,id,irs,gift,son,1
8182,money,email,support,service,son,1
8183,money,id,irs,sales,husband,1
8184,bill,account,security,site,son,1
8185,dollars,id,irs,sales,son,1
8186,money,id,support,sales,parents,1
8187,money,details,irs,gift,son,1
8188,bill,id,irs,service,son,1
8189,insurance,id,irs,sales,son,1
8190,money,account,accident,service,son,1
8191,card,details,irs,gift,husband,1
8192,warrant,account,security,gift,son,1
8193,bank,id,irs,sales,son,1
8194,bill,address,message,sales,son,1
8195,bank,address,support,order,son,1
8196,insurance,id,problem,sales,wife,1
8197,dollars,id,irs,gift,son,1
8198,bill,id,problem,service,son,1
8199,dollars,information,irs,service,son,1
8200,money,address,virus,sales,son,1
8201,money,account,support,gift,husband,1
8202,bank,id,irs,gift,son,1
8203,bank,id,irs,gift,parents,1
8204,money,id,irs,gift,son,1
8205,bank,id,virus,sales,children,1
8206,money,id,irs,offer,son,1
8207,money,id,help,internet,husband,1
8208,money,id,problem,sales,son,1
8209,bill,id,irs,gift,mother,1
8210,taxes,email,message,gift,husband,1
8211,warrant,id,irs,gift,husband,1
8212,bill,id,government,sales,son,1
8213,bill,id,problem,sales,son,1
8214,card,id,message,gift,son,1
8215,bank,id,virus,system,wife,1
8216,money,account,irs,gift,son,1
8217,warrant,account,irs,offer,son,1
8218,money,id,irs,site,dad,1
8219,taxes,id,irs,offer,son,1
8220,insurance,id,support,sales,son,1
8221,money,address,irs,gift,mother,1
8222,insurance,account,help,service,son,1
8223,money,id,irs,gift,husband,1
8224,bank,id,irs,gift,parents,1
8225,insurance,id,irs,sales,son,1
8226,insurance,information,support,sales,son,1
8227,bank,id,irs,sales,son,1
8228,insurance,id,irs,sales,husband,1
8229,bill,id,irs,gift,mother,1
8230,bill,id,message,sales,son,1
8231,money,account,message,sales,wife,1
8232,taxes,information,irs,sales,son,1
8233,insurance,id,help,offer,son,1
8234,insurance,id,help,system,husband,1
8235,card,id,irs,gift,son,1
8236,insurance,id,irs,sales,son,1
8237,taxes,id,accident,gift,husband,1
8238,money,id,security,service,children,1
8239,warrant,id,government,sales,husband,1
8240,bank,id,irs,gift,husband,1
8241,money,id,virus,gift,husband,1
8242,money,id,irs,gift,husband,1
8243,warrant,account,security,sales,son,1
8244,money,information,irs,sales,son,1
8245,money,account,irs,sales,son,1
8246,money,account,irs,sales,wife,1
8247,bank,id,irs,service,son,1
8248,warrant,id,irs,gift,son,1
8249,warrant,account,irs,sales,son,1
8250,insurance,details,arrest,service,son,1
8251,bank,id,irs,gift,son,1
8252,bank,id,irs,offer,son,1
8253,bank,email,accident,gift,son,1
8254,money,id,irs,gift,son,1
8255,warrant,id,irs,order,son,1
8256,insurance,id,irs,sales,son,1
8257,dollars,details,security,internet,son,1
8258,card,id,irs,sales,son,1
8259,money,id,problem,sales,children,1
8260,insurance,account,irs,gift,husband,1
8261,bill,id,accident,sales,son,1
8262,insurance,id,police,service,son,1
8263,warrant,id,irs,site,son,1
8264,money,id,security,service,wife,1
8265,insurance,details,irs,activity,son,1
8266,card,id,virus,sales,mother,1
8267,bank,id,irs,system,son,1
8268,bill,id,irs,offer,husband,1
8269,insurance,id,police,gift,wife,1
8270,bill,id,irs,gift,wife,1
8271,credit,information,irs,system,son,1
8272,bill,id,irs,sales,son,1
8273,bill,id,police,internet,son,1
8274,taxes,id,security,gift,son,1
8275,insurance,id,irs,service,son,1
8276,bill,id,irs,sales,son,1
8277,taxes,id,irs,sales,son,1
8278,insurance,id,message,sales,husband,1
8279,bank,id,irs,gift,son,1
8280,money,id,support,course,son,1
8281,insurance,id,police,sales,son,1
8282,money,id,message,course,son,1
8283,bill,id,accident,activity,son,1
8284,bank,account,irs,course,mother,1
8285,insurance,details,irs,gift,son,1
8286,insurance,id,irs,sales,son,1
8287,insurance,id,police,gift,husband,1
8288,money,address,irs,offer,son,1
8289,card,id,help,sales,wife,1
8290,bank,id,security,gift,husband,1
8291,insurance,id,irs,service,son,1
8292,taxes,id,irs,sales,son,1
8293,bill,address,help,gift,son,1
8294,money,id,accident,sales,son,1
8295,card,id,irs,gift,husband,1
8296,card,account,irs,course,husband,1
8297,bank,details,irs,gift,son,1
8298,dollars,id,help,gift,wife,1
8299,bank,id,irs,sales,wife,1
8300,bank,account,problem,gift,husband,1
8301,bill,details,irs,service,son,1
8302,bill,id,security,program,son,1
8303,bank,account,irs,gift,wife,1
8304,money,information,message,gift,son,1
8305,bank,account,security,offer,husband,1
8306,taxes,id,irs,gift,son,1
8307,money,account,irs,gift,son,1
8308,taxes,id,help,gift,dad,1
8309,insurance,id,security,sales,son,1
8310,money,account,irs,gift,son,1
8311,card,id,problem,service,son,1
8312,bank,account,accident,site,son,1
8313,bank,id,message,gift,son,1
8314,bill,address,message,gift,son,1
8315,taxes,account,problem,sales,son,1
8316,money,id,irs,sales,son,1
8317,bank,address,police,offer,son,1
8318,bank,id,support,program,son,1
8319,warrant,id,irs,internet,son,1
8320,bank,information,message,course,son,1
8321,bank,information,help,sales,son,1
8322,bank,id,virus,offer,children,1
8323,money,id,device,gift,son,1
8324,bill,id,irs,service,son,1
8325,bill,details,problem,gift,son,1
8326,bank,id,security,activity,son,1
8327,money,id,irs,sales,dad,1
8328,money,account,irs,sales,son,1
8329,money,information,message,sales,children,1
8330,card,account,message,sales,son,1
8331,bank,id,irs,activity,husband,1
8332,money,account,irs,sales,son,1
8333,bill,address,security,service,son,1
8334,bank,account,help,sales,wife,1
8335,bank,id,support,system,son,1
8336,insurance,id,virus,sales,wife,1
8337,warrant,id,message,sales,son,1
8338,money,id,irs,service,son,1
8339,warrant,id,problem,gift,husband,1
8340,bill,address,irs,gift,husband,1
8341,bank,id,support,course,son,1
8342,money,address,irs,sales,son,1
8343,money,id,message,gift,son,1
8344,money,id,irs,gift,son,1
8345,insurance,id,accident,gift,son,1
8346,money,id,irs,gift,son,1
8347,bill,information,irs,order,husband,1
8348,taxes,id,irs,sales,son,1
8349,taxes,account,irs,course,son,1
8350,bank,id,security,gift,son,1
8351,insurance,details,security,system,son,1
8352,insurance,id,irs,service,son,1
8353,taxes,account,message,service,wife,1
8354,taxes,id,help,offer,dad,1
8355,bank,id,irs,gift,son,1
8356,warrant,id,irs,gift,son,1
8357,bill,id,irs,gift,son,1
8358,money,email,irs,sales,husband,1
8359,warrant,account,message,sales,son,1
8360,taxes,account,security,site,son,1
8361,bank,id,irs,sales,husband,1
8362,money,id,irs,sales,husband,1
8363,dollars,id,help,sales,son,1
8364,bank,account,support,order,son,1
8365,card,id,irs,gift,son,1
8366,insurance,id,irs,gift,son,1
8367,bank,id,irs,offer,son,1
8368,warrant,id,support,gift,son,1
8369,insurance,id,irs,gift,wife,1
8370,bill,id,message,sales,husband,1
8371,bill,id,help,sales,son,1
8372,credit,id,support,gift,mother,1
8373,bill,id,government,gift,son,1
8374,bank,details,message,service,wife,1
8375,money,information,problem,gift,son,1
8376,taxes,id,irs,system,son,1
8377,dollars,account,message,sales,son,1
8378,card,id,irs,service,son,1
8379,money,email,problem,gift,son,1
8380,warrant,id,support,sales,children,1
8381,insurance,id,police,gift,son,1
8382,bank,id,irs,sales,husband,1
8383,bill,id,support,gift,husband,1
8384,bill,id,help,sales,husband,1
8385,dollars,id,irs,gift,son,1
8386,bill,id,irs,system,son,1
8387,warrant,details,security,system,son,1
8388,money,id,irs,gift,son,1
8389,dollars,account,irs,gift,son,1
8390,bank,id,irs,gift,son,1
8391,credit,account,security,gift,son,1
8392,card,id,irs,gift,son,1
8393,money,id,irs,course,son,1
8394,credit,information,irs,sales,son,1
8395,credit,id,police,sales,son,1
8396,taxes,information,help,order,son,1
8397,warrant,id,irs,gift,husband,1
8398,insurance,account,irs,gift,son,1
8399,money,id,irs,gift,son,1
8400,bank,account,support,service,son,1
8401,insurance,id,irs,sales,son,1
8402,money,id,security,gift,wife,1
8403,bank,account,irs,gift,son,1
8404,money,id,irs,gift,husband,1
8405,bank,details,irs,sales,husband,1
8406,taxes,id,irs,offer,son,1
8407,money,id,security,gift,son,1
8408,dollars,account,problem,gift,son,1
8409,bank,account,irs,gift,wife,1
8410,bank,id,help,sales,son,1
8411,insurance,id,irs,gift,son,1
8412,bill,id,irs,gift,husband,1
8413,money,id,irs,sales,son,1
8414,bank,details,police,service,son,1
8415,insurance,id,message,sales,son,1
8416,money,id,irs,system,son,1
8417,bill,id,irs,sales,son,1
8418,warrant,address,irs,gift,son,1
8419,dollars,id,support,sales,wife,1
8420,money,id,government,sales,husband,1
8421,money,id,irs,system,husband,1
8422,bank,id,irs,service,son,1
8423,dollars,address,arrest,gift,children,1
8424,taxes,id,irs,gift,husband,1
8425,insurance,account,problem,gift,son,1
8426,money,id,message,gift,son,1
8427,money,id,irs,gift,son,1
8428,dollars,id,help,gift,husband,1
8429,bank,id,police,course,son,1
8430,bank,id,irs,gift,husband,1
8431,bill,id,help,sales,son,1
8432,money,id,irs,sales,son,1
8433,warrant,details,help,internet,son,1
8434,insurance,id,irs,sales,son,1
8435,bill,id,irs,gift,son,1
8436,insurance,account,support,gift,son,1
8437,bill,address,irs,gift,dad,1
8438,warrant,id,police,sales,husband,1
8439,insurance,id,police,sales,son,1
8440,warrant,address,irs,gift,son,1
8441,bill,account,irs,offer,son,1
8442,money,id,irs,sales,son,1
8443,insurance,account,government,offer,husband,1
8444,insurance,account,irs,gift,son,1
8445,bank,id,security,internet,son,1
8446,dollars,account,irs,sales,son,1
8447,bank,id,help,gift,husband,1
8448,bill,id,irs,sales,son,1
8449,insurance,id,message,course,son,1
8450,bill,account,irs,gift,husband,1
8451,bank,account,irs,sales,son,1
8452,insurance,id,irs,sales,son,1
8453,money,id,irs,sales,son,1
8454,dollars,id,security,activity,son,1
8455,card,address,message,site,son,1
8456,bank,id,message,gift,son,1
8457,insurance,id,irs,gift,son,1
8458,bank,id,irs,gift,husband,1
8459,bank,id,irs,offer,son,1
8460,warrant,id,message,gift,son,1
8461,insurance,id,irs,sales,son,1
8462,warrant,id,irs,sales,son,1
8463,bill,id,support,sales,son,1
8464,bank,account,virus,gift,mother,1
8465,money,address,irs,gift,son,1
8466,money,account,problem,gift,wife,1
8467,money,id,security,gift,husband,1
8468,dollars,information,irs,service,son,1
8469,insurance,account,irs,sales,son,1
8470,money,account,problem,sales,son,1
8471,bill,id,support,service,son,1
8472,card,account,police,gift,children,1
8473,money,id,police,sales,son,1
8474,insurance,account,problem,service,son,1
8475,money,id,help,sales,son,1
8476,warrant,address,irs,gift,son,1
8477,bill,address,support,gift,son,1
8478,insurance,information,irs,system,son,1
8479,bank,id,help,gift,son,1
8480,bank,id,problem,gift,husband,1
8481,money,account,irs,gift,son,1
8482,bank,id,police,course,husband,1
